ticker,headline,date,eventRet,perc_sent,lstm,vader_sent
NFLX,"Netflix's Q2 guidance: The company sees domestic streaming subs rising to just 23.6M-24.2M in Q2, and international subs to just 3.45M-4M. DVD subs are seen falling to 8.95M-9.35M. Revenue of $873M-$895M is expected for Q2, below a consensus of $897.4M. EPS of -$0.10 to $0.14 is expected, above a consensus of -$0.17. NFLX -14.2% AH. (PR - PDF) (more)",2012-04-23,-0.04939244165646,0,1,0.7889
NFLX,"More on Netflix's (NASDAQ:NFLX) Q1: The Q1 results aren't bad, but Q2 guidance is. Domestic streaming subs rose 1.7M Q/Q in Q1 to 23.4M (guidance was for 22.8M-23.6M), streaming margin up 220 bps to 13.2%. International subs rose 1.21M to 3.07M (2.5M-3.1M expected), business lost $103M. DVD subs fell 1.08M to 10.1M (1.2M-1.8M drop expected), margin fell 680 bps to 45.6%. Free cash flow was $2M. (PR - PDF)",2012-04-23,-0.04939244165646,1,0,0.5292
NFLX,Netflix (NASDAQ:NFLX): Q1 EPS of -$0.08 beats by $0.19. Revenue of $870M (+28% Y/Y) in-line. Shares -14.3% AH. (PR),2012-04-23,-0.04939244165646,1,1,0.5773
NFLX,"Raymond James analyst Aaron Kessler says sell-rated Netflix (NASDAQ:NFLX) could stall out at 26.8M subscribers this year as competiting services cannibalize the U.S. market. The firm reports earnings tonight, with the growth rate of U.S. subscribers set to be one of the most closely-dissected metrics. Shares -1.5% premarket.",2012-04-23,-0.04939244165646,0,1,0.7966
AAPL,"Unsurprisingly, many Apple (NASDAQ:AAPL) chip suppliers are rising following the company's strong FQ2, even more than the tech sector at large. OVTI +6.7%. QCOM +2.3%. BRCM +4.6%. SWKS +5.6%. TQNT +7.6%. CRUS +8.2%.",2012-04-24,-0.0222093713561344,1,0,0.8393
AAPL,"More on Apple: Gross margin was 47.4%, up 270 bps Q/Q and 610 bps Y/Y. Cash/investment balance rose to $110B. Asia-Pac, likely driven by China, played a big role in the earnings beat: sales rose 32% Q/Q and 114% Y/Y, compared with 20%+ Q/Q seasonal drops for the Americas and Europe. iPhone revenue +85% Y/Y with implied ASP of $646, iPad revenue +132%. Mac desktops +8%, Mac notebooks -1%. Retail revenue +38% Y/Y. AAPL +7.4% AH. (PR) (CC webcast)",2012-04-24,-0.0222093713561344,1,1,0.8993
AAPL,"More on Apple's FQ2: The company is guiding for FQ3 revenue of $34B and EPS of $8.68, below a consensus of $37.4B and $9.93, though guidance is typically conservative. 35.1M iPhone sales beat whisper number of 32M, though 11.8M iPad sales fall short of a whisper of 13M. 4M Macs sold, in-line with lowered expectations. 7.7M iPods sold, down 15% Y/Y. AAPL +6.6% AH. (PR)",2012-04-24,-0.0222093713561344,1,0,0.8175
AAPL,"Apple (NASDAQ:AAPL): FQ2 EPS of $12.30 beats by $2.24. Revenue of $39.2B (+59% Y/Y) beats by $2.4B. 35.1M iPhones sold, 11.8M iPads. Shares +4.4% AH. (PR)",2012-04-24,-0.0222093713561344,1,0,0.6499
GOOG,"Today's drop in Motorola Mobility (MMI -2.5%) shares to $37.46, a day after the company scored a favorable ITC ruling, makes clear the Street is worried the Google acquisition won't go through, or perhaps just not at $40/share. Google's announcement it's selling Samsung's Galaxy Nexus for $399 unlocked via the Play Store could have some investors spooked. Arb traders stand to pocket a 6.8% gain if the deal goes as planned. (previous)",2012-04-24,0.0087249277192844,1,0,0.9563
NFLX,"Netflix (NFLX -13%) remains down sharply thanks to the tepid subscriber guidance accompanying its Q1 report. Stifel thinks the guidance raises questions about the size of Netflix's market. Morgan Stanley joins Citi in questioning Netflix's 2012 subscriber forecast, and declares LinkedIn a better buy. Needham reiterates an Underperform, but is pleased content spending growth is declining, and says an upgrade could follow the release of Netflix's 10-Q. (transcript)",2012-04-24,-0.1792829117750161,0,1,0.8997
AMZN,"Amazon states on its Q1 (I, II) earnings call (webcast) that sales from third parties on Amazon's site, which tend to carry lower margins, rose 300 bps Q/Q. The company also says it plans to invest another $800M-$900M on capex in Q2, evidence its aggressive spending isn't letting up. However, few details are provided about the Kindle and e-book disputes. AMZN +13.4% AH.",2012-04-26,0.0295642904088231,1,1,0.378
AMZN,"More on Amazon's Q1: Operating income of $192M well above guidance, but down 40% Y/Y. Company expects Q2 operating income of -$260M to $40M. North American sales +36% Y/Y (+37% in Q4), international +31% (even with Q4). Merchandise sales +43%, media +19%. Cost of sales growth (+32%) slightly below revenue growth, but fulfillment expense growth (+51%) well above. $960M in shares repurchased. No specifics on Kindle sales. AMZN +10.2% AH. (PR)",2012-04-26,0.0295642904088231,1,1,0.9817
AMZN,Amazon.com (NASDAQ:AMZN): Q1 EPS of $0.28 beats by $0.21. Revenue of $13.18B (+34% Y/Y) beats by $228M. Expects Q2 revenue of $11.9B-$13.3B vs. $12.8B consensus. Shares +9.7% AH. (PR),2012-04-26,0.0295642904088231,1,1,0.5539
AAPL,"Apple (NASDAQ:AAPL) followers are all over Cirrus Logic's (CRUS +14.1%) FQ4 report, in which the audio chip supplier beat estimates and suggested sales would rise sharply after a soft June quarter. Capstone believes Apple accounted for 63% of FQ4 revenue, down from 70% in FQ3, and thinks this indicates June quarter iPhone sales will fall to 28M-30M from 35.1M, though iPad sales will rise to 16M from 11.8M. Oppenheimer believes Apple could become an 80% customer by year's end.",2012-04-26,0.0849706704881984,1,0,0.7762
AMZN,"As Amazon (AMZN +13%) takes off following its Q1 report, bulls are encouraged by its continued retail share gains and the 120 bps Y/Y increase in its gross margin, which was fueled by soaring e-book and web services revenue - RBC notes Amazon's GM jump is its largest in 10 years. Others, however, remain worried about Amazon's enormous spending growth. The company hired another 9,400 people in Q1, its biggest increase ever. (more) (transcript)",2012-04-27,0.1655323089377431,1,1,0.9381
AMZN,"Amazon's (NASDAQ:AMZN) high-flying Q1 report catches the eyes of Goldman Sachs' Heather Bellini who upgrades shares to Conviction Buy from Neutral and boosts her price target to $300. In addition, BofA and SunTrust upgrade to Buy, but JMP Securities doesn't join the party - calling valuation ""unattractive."" AMZN +16.4% premarket.",2012-04-27,0.1655323089377431,1,1,0.4066
GOOG,"More on ValueClick's Q1: The company is guiding for Q2 revenue of $155M-$160M, below a $167.9M consensus. Affiliate marketing revenue is expected to be up only in the mid-single-digits Y/Y, while revenue from owned/operated sites is expected to fall at a high-teens rate. ValueClick appears to be losing share to Google (NASDAQ:GOOG) in the display ad space. VCLK -16.5% AH. (PR)",2012-05-02,0.0039877868065412,0,1,0.5295
YELP,"Yelp (NYSE:YELP): Q1 EPS of -$0.31 misses by $0.01. Revenue of $27.4M (+66% Y/Y) beats by $2.1M. Expects Q2 revenue of $29M-$31M, largely above $29M consensus. Expects 2012 revenue of $128M-$132M, above $124.4M consensus. YELP +3.6% AH. (PR)",2012-05-02,0.0134549481361406,1,1,0.5727
YELP,"Eric Jackson says he's long Yelp (YELP +3.8%) heading into today's earnings report, it's first as a public company. Among his reasons: the company is growing quickly, its data on small businesses is increasingly valuable, its services are a natural fit for mobile devices, and the company is an attractive M&A candidate.",2012-05-02,0.0134549481361406,1,1,0.9616
AMZN,"Amazon (AMZN +0.2%) announces that Amazon Studios will expand its efforts to develop comedy and kids shows with an online initiative that allows budding producers to submit their content and earn royalties. Unlike most Hollywood decision-making, crowdsourcing will be used to determine which Amazon shows are greenlighted.",2012-05-02,-0.0071078531763753,1,1,0.8508
NFLX,"Netflix (NFLX -7.6%) closed at levels last seen in early January after Viacom (VIA, VIAB) stated on its FQ2 earnings call Epix's movies will be available on Netflix ""under any circumstance,"" but other streaming partners might also be added. Last week, it was reported Apple (NASDAQ:AAPL) is talking to Epix, which Viacom co-owns with LGF and MGM, about a streaming deal. Netflix's exclusivity ends in September.",2012-05-03,-0.0654347578665018,0,0,0.9039
MSFT,"More on LinkedIn's Q1: Hiring Solutions revenue +121% Y/Y, now makes up 54% of sales. Marketing Solutions (ads) +73%, Premium Subscriptions +91%. International revenue 36% of total (up from 33% in Q4). Registered users grew by 11M Q/Q to 161M. Sales & marketing expenses +124% Y/Y, exceeding revenue growth. R&D expenses +91%. LNKD +10.2% AH. (PR)",2012-05-03,-0.0078182032699216,1,1,0.8937
MSFT,"LinkedIn (LNKD): Q1 EPS of $0.15 beats by $0.06. Revenue of $188.5M (+101% Y/Y) beats by $9.9M. Expects Q2 revenue of $210M-$215M and 2012 revenue of $880M-$900M, above a consensus of $207.9M and $876.8M. Company is also announcing the acquisition of presentation-sharing site SlideShare for $118.8M (45% cash, 55% stock). LNKD +7.6% AH. (PR)",2012-05-03,-0.0078182032699216,1,1,0.7055
AIG,AIG (NYSE:AIG): Q1 EPS of $1.65 vs. consensus expectations of $1.12. Core insurance operating income of $2.4B and book value per share of $57.68 vs. year-ago $44.33. Shares -2.6% AH. (PR),2012-05-03,-0.0056061180318905,0,1,0.8022
YELP,"Up initially after delivering mixed Q1 results and issuing above-consensus revenue guidance, Yelp (YELP -9.5%) is now selling off hard, possibly a sign its steep valuation led it to be priced for perfection. SA's Paul Zimbardo notes Yelp's opex growth exceeded its strong revenue growth, as the company increases its sales force in order to generate more local ad sales.",2012-05-03,-0.0826674085301224,0,1,0.9442
AIG,"The U.S. Treasury says it has launched another  public offering of its AIG common stock and that AIG has indicated it will purchase up to $2B in the offering. The size and price of the offering have not been determined. Treasury still owns ~1.25B AIG shares, or 70% of the insurer's common shares. AIG -3.2% AH.",2012-05-04,-0.0562079933940482,0,1,0.9328
AIG,"AIG (AIG -3.8%) shares sink despite a largely favorable Q1 report, as investors eye an imminent sale of  part of the Treasury's 70% ownership in the company. Shares have surged 40% YTD too, and Bernstein's Josh Stirling sees ""a little bit of profit-taking,” plus the market may be overreacting to misunderstood comments regarding the insurer’s restructuring.",2012-05-04,-0.0562079933940482,1,1,0.9308
MSFT,"Piper raises its PT on LinkedIn (LNKD +6.7%) to $145 following its Q1 beat, which featured strong across-the-board growth, and purchase of SlideShare. The firm sees positive user metrics boding well for future job posting and ad sales, and is also intrigued by LinkedIn's mobile and college opportunities. Needham also sees plenty of growth ahead for LinkedIn, but thinks it's fully baked into its lofty valuation.",2012-05-04,-0.0258169272394059,1,1,0.8844
NVDA,"Nvidia (NVDA +2.8%) trades higher after Nomura's Romit Shah upgrades the company to Buy ahead of its Friday FQ1 report. Shah notes Nvidia has a 20% free cash flow yield relative to its enterprise value, and believes the Street is assigning no value to its Tegra mobile processor business. He also sees Nvidia taking graphics processor share from AMD, thanks to new design wins with Apple and other OEMs.",2012-05-07,-0.0121664515236448,1,1,0.9769
TSLA,"More on Tesla Motors (NASDAQ:TSLA): Q1 misses across the board, despite a 10% jump in deliveries in its European and Asian markets. The company notes initial deliveries of its Model S to customers in the United States will begin in June, one month ahead of schedule and ups FY12 guidance, now expecting to earn between $560M - $600M. Street estimates are for $561M. Shares +8% AH.",2012-05-09,-0.0745248559516311,0,1,0.7779
NFLX,"Shares of Netflix (NFLX +6.6%) trade higher on enthusiasm kicked up by an insider buy and a survey showing the company isn't quite as annoying as it once was to consumers. After its clumsy handling of its decision to split its DVD and streaming business set the customer satisfaction bar low, the company is now trending higher - although its still trails Amazon and Apple by a fair distance.",2012-05-11,0.0425310163414202,1,1,0.959
NFLX,"Netflix (NFLX +5.1%) pops after Director Jay Hoag, also founding general partner of Technology Crossover Ventures, recently bought 200K shares. The purchases occurred on May 8 and 9 at prices of $71.20-$74.39, worth ~$14.5M; before these buys, Hoag had been a seller in the $100-$270 range.",2012-05-11,0.0425310163414202,1,1,0.8384
NVDA,"More on Nvidia's (NASDAQ:NVDA) Q1 report: Shares +10% premarket despite a 55% drop in profits Y/Y and a double-digit jump in expenses. Q2 revenue is guided higher to $990M-$1.05B vs. $979.1M consensus; non-GAAP gross margin is expected at ~51.5%. ""Look for exciting news"" at a tech conference next week on ways Kepler GPUs ""will enhance mobile and cloud computing,"" the CEO says.",2012-05-11,0.0564131110152783,1,1,0.9026
NVDA,Nvidia (NASDAQ:NVDA): Q1 EPS of $0.16 beats by $0.06. Revenue of $925M (-4% Y/Y) beats by $9M. Shares +7.9% premarket. (PR),2012-05-11,0.0564131110152783,1,1,0.3098
AMZN,"Amazon (NASDAQ:AMZN) is upgraded to Outperform at Credit Suisse, which also raises its price target to $270 from $190. CS takes note of the recent buyback announcement, saying the stock has historically outperformed the S&P by 132% in the 12 months following such moves. Shares +1.4% premarket.",2012-05-15,-0.0143134941772533,1,1,0.8942
GOOG,"A number of Internet stocks are rallying yet again ahead of Facebook's IPO, as expectations grow for a strong debut. GOOG +2.6%. YELP +2.5%. P +2.7%. RENN +4.3%. QPSA +2.7%. DMD +6.3%. LNKD +1.8%. However, top Facebook customer Zynga (ZNGA -2.7%) is giving back some of yesterday's gains.",2012-05-16,0.0409314768275677,0,1,0.917
AAPL,"Is the Facebook IPO hurting Apple (AAPL -1.8%)? As shares fall further below the levels they traded at prior to Apple's strong FQ2 report, one theory making the rounds is that NASDAQ index funds are selling to make room for Facebook and its likely $100B+ market cap. In addition, Bloomberg reports a number of major hedge funds, including SAC Capital and Viking Global, took profits on Apple in Q1, though they collectively still held 37.8M shares at quarter's end.",2012-05-17,-0.0420430861288112,0,0,0.8915
AAPL,"Piper's Gene Munster declares there's an 80% chance Apple (AAPL +3.4%) will hit his sales forecasts for the next-gen iPhone, in spite of Qualcomm's (NASDAQ:QCOM) 28nm chip supply issues. In typical form, Munster adds the next iPhone will trigger the biggest ""upgrade cycle in smartphone history."" Meanwhile, Jefferies' Peter Misek predicts Apple will lower the unsubsidized price of the iPhone 3GS to $250-$300, to help it better compete with Android in emerging markets. (previous)",2012-05-21,0.0587501479339422,1,1,0.9035
BA,"Boeing (NYSE:BA) +1.3% premarket after Argus upgrades shares to Buy from Hold with an $85 target price. The firm cites favorable trends helping BA: commercial flight demand continues to recover, airlines are eager to replace aging aircraft with more fuel-efficient planes, and BA's strong international and commercial market sales help insulate it from cuts in U.S. defense spending.",2012-05-21,0.0297154487179686,1,1,0.9423
NFLX,"Driving home its commitment to financing original programming at the expense of library size, Netflix (NFLX -5.6%) has created a new position of VP of Original Content. Filling the position is content acquisition VP Cindy Holland, whose current job will be assumed by Latin America/Canada content acquisition chief Jason Ropell. The shakeup comes on a day when Netflix made new lows for 2012.",2012-05-22,-0.0307319393327442,0,0,0.9218
MSFT,"BlackBay trader Todd Schoenberger says the market has it all wrong over Linkedin (LNKD -0.5%), which has been dragged down of late by Facebook. The site has well-balanced global breadth and an advantegous business model. ""I would buy it now even if it goes up 20% or down 20%...It's a buy and hold,"" says Schoenberger.",2012-05-23,-0.021505155404216,1,0,-0.5715
MSFT,"Contributing to today's drop in LinkedIn (LNKD -5.3%) is a cautious note from ITG, which thinks the company's pricing and volume have dipped in Q2. This leads ITG to think LinkedIn, which has beat the guidance set for each of its first 4 post-IPO earnings reports, will only report in-line sales. And that, it thinks, could disappoint investors who have given the company a sky-high valuation.",2012-05-24,-0.0232156156147739,0,1,-0.0593
AMZN,"As part of its efforts to ramp its mobile ad business (and thus better monetize its Kindle line), Amazon (NASDAQ:AMZN) has ""kicked the tires on a few mobile-ad companies,"" AdAge reports. One of those companies is said to be JumpTap, one of the largest independent mobile ad networks. It's added Amazon has hired ex-Microsoft mobile marketing chief Jamie Wells to head its ad sales efforts. Millennial Media (MM +3.2%) appears to be getting a lift from AdAge's report.",2012-05-29,-0.0021811279752803,1,1,0.9599
MSFT,"LinkedIn (LNKD) is raised to a Buy at Citigroup, the bank noting its 7 consecutive quarters of 100% revenue growth and the opportunity provided by a 20% sell-off in the stock. Shares +2.1% premarket. (via CNBC's John Melloy)",2012-05-30,0.0097632844118284,1,1,0.767
YELP,"Yelp (YELP -3.7%) is joining in on a general selloff in high-beta Internet and social networking names; shares are now down 25% since the day of Facebook's IPO, and are closing in on the company's IPO price of $15. Google's (NASDAQ:GOOG) recent overhaul of its local commerce content, which includes the arrival of free Zagat reviews, could also be weighing on shares.",2012-05-31,-0.02092743108349,1,1,0.8958
NFLX,"Netflix (NASDAQ:NFLX) -6.3% after BofA cuts its 2012 earnings forecast for the company, citing fears about U.S. streaming growth and the costs related to its international expansion.",2012-05-31,-0.0881570499040135,0,0,0.1143
NFLX,"A plan by Netflix (NASDAQ:NFLX) to roll out its own content delivery network isn't completely blowing away analysts who see the move giving the company greater visibility into future costs - but little actual savings due to the scale involved. NFLX +1.2% premarket, while content delivery network firms will be on watch today with mixed debate on the impact of Netflix's initiative. Premarket: AKAM -4.3%, LLNW and LVLT inactive.",2012-06-05,0.0299501900071819,0,1,0.9226
TSLA,Barclays maintains its Overweight rating on Tesla Motors (TSLA +2.4%) a day after the official release of the Model S sedan. Analysts are warming up to the stock after the company launched the new EV ahead of schedule and passed the EPA certification process.,2012-06-06,0.0480124012977463,1,1,0.6112
MSFT,"LinkedIn (LNKD -0.7%) underperforms following a report that passwords for 6.5M of its 161M+ accounts had been stolen. A U.K. security company more or less confirms that a breach occurred, and recommends users change their passwords. LinkedIn says it's investigating the issue.",2012-06-06,0.0280623777179209,0,1,0.1482
BA,"Boeing (BA +1.4%) and Airbus (OTCPK:EADSY +4.3%) are battling it out over El Al Israel Airlines. El Al is looking to order between 15 and 20 widebody jets over the next decade. BA is already providing the carrier with a $40M loan contingent on it committing to buy or lease new 787 Dreamliners by the end of the year, but Airbus has countered, offering to repay the loan if El Al switches allegiance and buys it's planes for the first time.",2012-06-07,0.0347824426944598,1,1,0.5834
YELP,"Foursquare rolls out a completely redesigned app that gives users more relevant real-time data that borders on the types of recommendations and review offered up by Yelp. It's the kind of news that the vocal (NYSE:YELP) shorts may have been looking for, but shares aren't cooperating for them and have roared to a 6.7% gain.",2012-06-07,0.145870297507255,1,1,0.8762
YELP,"Shares of YELP rip 9.1% higher and are now up 22% for the week after stumbling around on Monday. While the company has made some inroads in growing its global presence, the rally appears to be driven partially by technical factors and a squeeze on the shorts who raised their interest when Facebook starting faltering. Another big consideration for Yelp is that the iPhone's chatty assistant Siri appears to be a fan.",2012-06-08,0.185403131016713,1,1,0.9323
NFLX,"Netflix (NASDAQ:NFLX) content starts to come out of a dry spell with the streaming addition of Thor and next month's planned additions of blockbusters Transformers: Dark of the Moon and Captain America: The First Avenger. February's expiration of deals with Starz and Disney hasn't helped subscriber growth, which takes a toll on the stock - down 4% today and down 42% in three months.",2012-06-11,-0.0247491464277465,1,0,-0.0705
AAPL,"As expected, Apple's (AAPL +0.5%) iOS 6 will have built-in Facebook (FB +2.1%) integration. Features include the ability to ""Like"" iTunes content, post status updates from the notification menu, and directly share content from apps. Also announced (live blog) is Apple's new mapping solution (no more Google Maps), which features 3D models of cities and turn-by-turn navigation - the latter is leading to further weakness (previous) in Garmin (GRMN -7.6%).",2012-06-11,-0.0007248159428899,0,1,0.6778
AAPL,"Tim Cook announces Apple's (NASDAQ:AAPL) expected MacBook refresh during his keynote at the Worldwide Developers Conference (live blog). New MacBook Pro and Air models sporting Intel (NASDAQ:INTC) Ivy Bridge processors are introduced, including a $2,199, 15.4"" MacBook Pro featuring a retina display with a 2880x1880 resolution. Nvidia (NVDA +4.1%) is rallying on news that the 15"" Pro models (retina display or otherwise) will contain the company's graphics processors (previous).",2012-06-11,-0.0007248159428899,1,0,0.7574
NVDA,"Nvidia (NVDA +2%) trades higher on an upgrade to Buy from UBS' Uche Orji, who's keeping his PT at $15.50. Aside from the drop in Nvidia's multiples, Orji likes Nvidia's positioning in the market for ARM-based Windows 8 devices; its 28nm Kepler graphics processors (GPUs), and its high-margin professional solutions business, which centers around the company's Quadro GPUs. (previous)",2012-06-11,0.030895252812465,1,1,0.5614
BA,"Boeing (NYSE:BA) +1.3% premarket after Bernstein upgrades shares to Outperform from Market Perform and lifts its price target  to $92 from $85. The firm suggests investors ""ignore"" negative earnings revisions and focus on the production rate and  delivery of BA's 787 commercial model, and believes BA's recent share price decline ""is an overreaction to  macroeconomic difficulties.""",2012-06-12,0.0376611349419919,1,1,0.8918
AMZN,"Whole Food Markets (WFM -0.9%) comes back a bit from daily lows after more commentary from the William Blair Growth Stock Conference (webcast) is digested. The trading volatility is being partially attributed to 
confusion over the company's guidance, initially seen as a downward revision, but now considered in-line after adjusting for an extra week.",2012-06-13,-0.0081784071926079,0,0,0.2166
AMZN,"Execs with Whole Foods Market (WFM -3.1%) are on the mike at the William Blair Growth Stock Conference (webcast). Though the company says it has plans to open between 28 and 32 stores next year and maintains it has the potential to operate about a thousand eventually, investors may be disappointed with that growth trek as they sell off shares on larger-than-normal trading volume.",2012-06-13,-0.0081784071926079,0,0,0.8999
TSLA,"Tesla Motors (TSLA +5.1%) jumps higher as the prospect of seeing Model S cars on the road gets tantalizingly close. While other EV car makers gnash out which vehicle boasts the gaudiest fuel efficiency rating, Tesla is banking on the car's sporty design, tech features, and +300-mile driving range as drawing in consumers despite the high sticker price.",2012-06-18,0.0822204150930598,1,1,0.8092
ADBE,"More on Adobe's FQ2: Deferred revenue rose $43.9M Q/Q to $592.8M, and digital marketing sales (boosted by acquisitions) rose 35% Y/Y. Citing weak Euro demand, Adobe expects FQ3 revenue of $1.075B-$1.125B and EPS of $0.56-$0.61, mostly below a consensus of $1.13B and $0.61. It expects FY12 revenue growth of 6%-7% and EPS of $2.40-$2.46 vs. a consensus of 6.6% and $2.44. FQ3 guidance could heighten concerns about the transition to a subscription model. ADBE -4.7% AH. (PR)",2012-06-19,0.0153778221000977,0,1,0.1408
ADBE,Adobe (NASDAQ:ADBE): FQ2 EPS of $0.60 beats by $0.01. Revenue of $1.12B (+10% Y/Y) beats by $10M. Shares -4.4% AH. (PR),2012-06-19,0.0153778221000977,1,1,0.5737
BA,"Boeing (BA +1.6%), Lockheed Martin (LMT +1%) and Eurofighter are all bidding for a $6.9B fighter aircraft deal with South Korea as U.S. and European defense companies look towards Asia to counter declining sales at home. BA’s F-15 Silent Eagle, LMT’s F-35 Lightning II and the Eurofighter Typhoon are all in competition for the contract, which is expected to be announced in October.",2012-06-19,0.0129359301809882,1,1,0.0034
MSFT,"Microsoft (MSFT +3.5%) jumps following the introduction of Surface (I, II), as hopes grow that Windows 8 will emerge as a legit rival to the iPad (NASDAQ:AAPL). Analysts are praising Surface - S&P is upgrading Microsoft to Strong Buy - but also note the tablet's potential to create tension with Windows OEMs; Dell (DELL-OLD -1.5%) is notably selling off today. Aware of this issue, Microsoft suggests Surface will be priced on par with other Windows 8 tablets, and, for now at least, only plans to sell it online and at Microsoft Stores.",2012-06-19,0.0228247117573344,0,0,0.8847
NVDA,"Nvidia (NVDA +4.1%) rallies after the company discloses the ARM-based version of Microsoft Surface will run on a Tegra app processor (the specific Tegra chip remains a mystery). Google's (NASDAQ:GOOG) upcoming Nexus tablet, which really has its work cut out for it now, is expected to use a Tegra 3 processor. Microsoft's (NASDAQ:MSFT) decision to go with Nvidia is a minor disappointment for Qualcomm (NASDAQ:QCOM), which announced a Windows 8 partnership with Microsoft at CES.",2012-06-19,0.0766921247212211,1,0,0.8118
ADBE,"Adobe (ADBE -6.1%) dives thanks to the soft FQ3 guidance included within its FQ2 report; JMP and Atlantic Securities are downgrading shares in response. Also, Credit Suisse (Neutral) is worried the implied guidance for FQ4 is ""relatively aggressive."" During its earnings call, Adobe boasted promotions helped it end FQ2 with over 90K paid subs for its closely-watched Creative Cloud platform, and that 65% of paid subs are subscribing to the entire Creative Cloud suite.",2012-06-20,-0.0193958535270341,1,1,0.9391
TSLA,"Shares of Tesla Motors (NASDAQ:TSLA) roar to a 5.1% gain after Goldman Sach raises its price target to $50 and cites positive catalysts including the highly-anticipated launch of the Model S sedan. With only 5K models set to hit the road this year, it may be the critical industry reviews (still waiting on) as much as the raw sales numbers that tip the scales for the model's future.",2012-06-20,0.060515997186249,1,1,0.8889
TSLA,Tesla Motors (NASDAQ:TSLA) trades 4.4% lower in early action despite positive critical reviews for the Model S and rah-rah comments streaming out from Wall Street. The price action on TSLA has the large short interest held on the stock as a major backdrop.,2012-06-26,-0.0654281329359089,1,0,0.5006
NFLX,"Netflix (NFLX +6.3%) surges thanks to a bullish note from Citi's Mark Mahaney, who points out the company now trades at a valuation of just 12x the earnings of its domestic ops (ed: the international business is losing money, and including it would produce a higher multiple). Mahaney also claims recent customer surveys reflect favorably on Netflix. 26% of Netflix's float was shorted as of June 15.",2012-07-03,0.0524094581253342,1,1,0.8498
NFLX,"The sudden rise in Neflix (NFLX +13.5%), up over 19% for the week, is starting to look overdone to a horde of skeptics. The question of the day on NFLX: Does an anecdotal Facebook post about streaming hours translate into paid subscriber growth?",2012-07-05,0.1961237191715295,1,1,0.2362
YELP,"Yelp (YELP +7.6%) soars to levels last seen in early April, as speculation grows that Apple plans to integrate Yelp's check-in feature for points of interest within its new mapping software (previous), which will accompany iOS 6. There's no word on whether Foursquare or Facebook's (NASDAQ:FB) check-in features will also be integrated.",2012-07-05,0.0995329706968159,1,0,0.7044
NFLX,"Netflix (NFLX +8.5%) extends Tuesday's rally as bulls go long and bears cover following positive sell-side commentary, and a Facebook post from Reed Hastings claiming Netflix's monthly viewing topped 1B hours in June. BTIG's Richard Greenfield estimates this translates into 80 minutes of viewing per subscriber, a level that puts Netflix on par with leading cable networks.",2012-07-05,0.1961237191715295,1,1,0.8078
AMD,"AMD falls 3.1% thanks to a downgrade to Neutral from Sterne Agee, which is slashing its PT to $8.50 from $10. The firm is worried about slowing PC demand, and ultrabook and tablet competition. AMD's Q2 report arrives on July 19.",2012-07-05,0.0238200518218051,1,1,0.0322
NFLX,"The rally in shares of Netflix (NFLX +2.9%) keeps motoring right along even against a weak tape. The buying frenzy was started by a Facebook post by CEO Reed Hastings on the company's tally of streaming hours by customers, but questions on whether or not Hastings skirted SEC Regulation FD with his bravado are starting to crop up.",2012-07-06,0.1364500521032152,1,0,0.632
AMD,"AMD -5.7% AH after warning it expects Q2 revenue to fall 11% Q/Q, well below a guidance range of +/- 3%. AMD blames weaker-than-expected distributor sales in China and Europe, and the impact of poor consumer spending on sales to OEMs. Archrival Intel (NASDAQ:INTC) has already seen a raft of estimate cuts, and downbeat commentary about PC demand has been easy to find.",2012-07-09,-0.0447175781247992,1,1,-0.7407
TSLA,"Shares of Tesla (TSLA +3.1%) shoot higher with traders divided on if a short squeeze is in play or if wild - but lingering - rumors that Apple could be interesting in taking a stake in the automaker is bringing in buyers. Rocco Pendola brings in a dose of common sense to the banter, noting that the company doesn't need to accomplish that much in terms of financial targets to claim success in comparison to giants such as Ford and GM.",2012-07-09,0.0084491723235837,1,1,0.9289
MSFT,Shares of LinkedIn (LNKD) trade 3.8% lower premarket after reports of a Facebook plan to launch a jobs board on its site crop up to provide a potential competitive overhang.,2012-07-09,-0.0229060328230674,1,0,0.683
AMD,"Nomura suggests AMD's (AMD -8.4%) Q2 warning isn't just demand-related, but also reflects a weakening desktop CPU position in the wake of Intel's (INTC -1% - previous) Ivy Bridge launch. Goldman also thinks market share issues could be a factor. The fact Intel and Nvidia (NVDA -1.3%) are off just modestly indicates the Street thinks some of AMD's problems are company-specific. Jefferies, however, argues low inventories, lower multiples, and stable gross margins make AMD a buy.",2012-07-10,-0.1347083823289114,0,0,-0.5624
AMD,"Intel looks like an attractive short at these levels, says JPMorgan, noting AMD is off 30% over the past 90 days, and Intel down just 6%. (see last night's AMD warning) INTC -1.4% premarket. (via Notable Calls)",2012-07-10,-0.1347083823289114,0,0,0.5339
MSFT,"PC-related names underperform a bit following weak Q2 data from Gartner and IDC. MSFT -1.6%. INTC -1.8%. DELL-OLD -1.4%. HPQ -1.8%. NVDA -1.5%. Dell and H-P's share losses are raising eyebrows: the companies are struggling to deal with competition from Apple, and from a slew of Asian manufacturers (headlined by Lenovo) competing aggressively on price. Intel has seen several estimate cuts in recent weeks, and Microsoft received one from Morgan Stanley yesterday.",2012-07-12,-0.0376617827230255,0,1,-0.6506
