Date,Open,High,Low,Close,Adj Close,Volume,News,Tomorrow,Target
2007-06-01,30.790001,30.9,30.549999,30.59,30.59,39469400,,30.58,-0.004719267774113467
2007-06-04,30.42,30.76,30.4,30.719999,30.719999,41434500,"Fever Builds for iPhone (Anxiety Too) : Steven P. Jobs has succeeded in building expectations for what some have called “the God machine.”Listing Top Jobs but Charging Candidates to Seek Them : A growing number of niche sites devoted to high-end jobs are finding that applicants will shell out a few dollars — or a few hundred — for access to job ads.Palm Is Said to Sell Stake to Equity Firm in Revamping : Palm Inc., the struggling hand-held device company that makes the Treo, has reached a deal to sell a quarter of the company to a private equity firm for about $325 million.Waxing Philosophical, Booksellers Face the Digital : At BookExpo America, the publishing industry’s annual convention, the battering ram of technology was back.",30.479999499999998,-0.003270127534336198
2007-06-05,30.620001,30.629999,30.33,30.58,30.58,44265000,"Competing as Software Goes to Web : In the battle between Apple and Microsoft, two men are in charge of competing efforts to ensure that the PC’s basic software stays relevant in a Web-centered world.Palm Investor Sees Hand-Held Free-for-All : The private equity investment in Palm Inc. is a gamble that the history of two companies in the personal computer industry won’t repeat itself.Wading Through Formats: JPEG, TIFF and Friends : Depending on what you want to do with digital pictures, the format in which you save them can make a big difference.An Ad Deal for Google : The online software pioneer Salesforce.com will help the Internet search leader Google sell ads as part of a partnership.A Makeover at Ask.com: A New Look and More : Ask.com will present answers to queries in a three-panel screen that includes standard links but also lists related searches and results from blogs.Palm Sells 25% Stake to Equity Firm in Revamping : Palm Inc. has reached a deal to sell a quarter of the company to Elevation Partners, a private equity firm, for about $325 million as part of a plan to reorganize the company.TODAY IN BUSINESS : ANTI-PROFANITY RULE STRUCK DOWN A federal appeals panel struck down the government policy that allows television stations and broadcast networks to be fined if they run shows containing profanities. Network executives and officials at the Federal ...Ex-Cisco Executive to Lead Joost, Internet TV Provider : The high-profile Internet start-up Joost has hired Michelangelo Volpi, 40, as its new chief executive.",30.3900005,-0.0029527231455498404
2007-06-06,30.370001,30.530001,30.25,30.290001,30.290001,38217500,,29.9400005,-0.014807502224292501
2007-06-07,30.02,30.290001,29.59,29.620001,29.620001,71971400,"iTunes and Vista, Playing Nice  : If I buy a new PC with Windows Vista, can I move my iTunes music over to it and still have it work reliably?Senate Rejects Most Efforts to Change Immigration Bill : Architects of the legislation said they hoped they would gain support for a motion to end debate on the legislation.Senate Rejects Most Efforts to Change Immigration Bill : The Senate signaled support for major provisions of a comprehensive immigration bill on Wednesday by rejecting many proposed amendments, including one that would have made it much harder for many illegal immigrants to achieve legal status.     Arc...",29.7349995,-0.006847060673896732
2007-06-08,29.58,30.059999,29.41,30.049999,30.049999,61346200,Putting the We Back in Wii : Nintendo has changed its strategy in an effort to dominate the newest generation of video game consoles. ,30.09,0.011938809684526763
2007-06-11,29.940001,30.25,29.93,30.02,30.02,48467400,,30.005,-0.0028248587570621764
2007-06-12,29.959999,30.24,29.77,29.85,29.85,56981800,"Apple Releasing a Windows Browser : A Windows-based Safari Web browser opens a new front in Apple's rivalry with Microsoft.Facebook Free-for-All : When the social networking Web site Facebook opened itself to third-party businesses two weeks ago, users found new features from a few dozen outside sites, including Microsoft, Amazon, and just one political campaign: Senator Barack Obama's.     ...TODAY IN BUSINESS : FIGHTING RISKY LOANS A case in Illinois raises issues about what lawmakers and regulators can do when trying to keep consumers from entering into risky and expensive mortgage loans. [Page A1.]    APPLE TAKES ON MICROSOFT Apple, showing its willing...Soloists Run Small Businesses, Too : Some people who venture out on their own don’t want any employees.",30.130000000000003,0.004165972337943691
2007-06-13,29.969999,30.41,29.85,30.389999,30.389999,64435600,,30.504998999999998,0.012446033853302119
2007-06-14,30.35,30.709999,30.299999,30.52,30.52,59065700,"Fixing Silent Movies in Windows  : I cannot play a DVD on my computer’s Windows XP operating system. I see the picture, but there is no sound. What is keeping my movies silent?The Loose Reins on U.S. Teenagers Can Produce Trouble or Entrepreneurs : The success of young entrepreneurs is rooted in the commercial, competitive, nonegalitarian and open nature of American society.Putting Energy Hogs in the Home on a Strict Low-Power Diet : The power consumed by common electric devices — even when they’re not in use — can quickly add up.",30.654999500000002,0.004917243236100655
2007-06-15,30.860001,30.879999,30.43,30.49,30.49,100933000,,30.5699995,-0.0027727940429423947
2007-06-18,30.690001,30.719999,30.42,30.51,30.51,45412600,,30.5199995,-0.001635590474903359
2007-06-19,30.48,30.66,30.379999,30.459999,30.459999,46802600,"Antitrust Complaints Prompt Changes to Vista : Google claimed that Vista thwarted computer users who wanted to use search software other than Microsoft’s.Yahoo’s Chief Resigns, and a Founder Takes Over : Terry Semel will hand over the reins to Jerry Yang in Yahoo’s latest attempt to regain investor confidence.",30.2349995,-0.009338139078278851
2007-06-20,30.440001,30.51,29.959999,30.01,30.01,46861600,,30.104999499999998,-0.0042996527914611615
2007-06-21,29.98,30.299999,29.91,30.219999,30.219999,56564800,"Late-Session Measures Stir Scrutiny and Skepticism : ALBANY, June 20 &#151; A torrent of bills and amendments are swirling through the halls of the Capitol as the legislative session here comes to a close. Some are big bills, like campaign finance or same-sex marriage legislation, loudly debated and...All the Films You Want to See, but When? : Downloading movies over a high-speed Internet connection offers the promise of convenience, but promise is the operative word for this new method.Q & A : Music Genres,     As You See Fit  ",29.7750005,-0.01096160124500245
2007-06-22,30.0,30.1,29.450001,29.49,29.49,86219900,"G.E. and Pearson Decide Against Dow Jones Bid : Rupert Murdoch’s News Corporation remains the sole bidder for the company, owner of The Wall Street Journal.Europeans Widen Investigation Into Search Data : An investigation set off by concerns over how long Google stores user information has widened to include all Internet search engines.Shaken and Stirred: For Liquor Campaigns, the Web’s the Thing : Marketers of alcoholic beverages are joining the list of purveyors of consumer products that are devoting ad budgets to digital media.",29.5749995,-0.0067170779728450425
2007-06-25,29.469999,29.77,29.379999,29.49,29.49,53905800,,29.6499995,0.0025359256557213605
2007-06-26,29.549999,29.799999,29.5,29.52,29.52,48340300,"Google Seeks Ruling on Microsoft Oversight : Google is pressing for an extension to the Justice Department’s oversight of Microsoft’s business practices.Today in Business : MURDOCH'S BUSINESS IN CHINA As Rupert Murdoch seeks to buy Dow Jones, the parent company of The Wall Street Journal, his record in China has drawn attention for what it shows about his management style.      AN I.P.O. IS WITHDRAWN Everquest Financ...Murdoch’s Dealings in China: It’s Business, and It’s Personal : Many companies have tried to break into the Chinese market, but few have been as ardent and unrelenting as Rupert Murdoch’s News Corporation.",29.655001,0.00016868465714470204
2007-06-27,29.360001,29.950001,29.360001,29.870001,29.870001,53468600,"A Bit of History, Reborn in a Glass : Old-fashioned bitters have newfangled ways.MySpace, Chasing YouTube, Upgrades Its Offerings : A new service called MySpace TV will be set up as an independent Web site that people can visit to share and watch video.",29.8249995,0.005732540693557997
2007-06-28,29.860001,29.969999,29.68,29.83,29.83,46055200,,29.485000499999998,-0.011399799017599355
2007-06-29,29.870001,29.93,29.040001,29.469999,29.469999,71193900,Chiefs Defend Slow Network for the iPhone : Apple and AT&T defended a decision not to use a faster but more limited network for the phone’s wireless Internet connection.,29.644999499999997,0.005426454037197548
2007-07-02,29.67,29.799999,29.49,29.74,29.74,47316000,,30.0,0.011975055017289016
2007-07-03,29.790001,30.219999,29.780001,30.02,30.02,35202600,"In a Shift, Judge Demurs on Dismissing KPMG Case : The judge overseeing a faltering criminal tax shelter case indicated that he might not dismiss charges against indicted defendants from the accounting firm KPMG.What Next, the ‘Citizen Hearst’ Game? : Campaign Spotlight.",30.0249995,0.0008333166666667502
2007-07-05,30.049999,30.219999,29.83,29.99,29.99,47838500,"Nokia, Without Fanfare, Introduces a Superphone Without Contract Obstacles : What makes Nokia’s N76 smartphone has a powerful processor and an operating system that lets it run a number of programs including one that reads Microsoft Office files.Nokia, Without Fanfare, Introduces a Superphone Without Contract Obstacles : With all the talk of the iPhone you might think that Apple was the only company creating fancy new cellphones. Remember Nokia?  This Finnish company makes the N76, a smartphone masquerading as a high-fashion accessory.     The N76 has a 2-megapixe...",29.8500005,-0.005828443061256294
2007-07-06,29.91,30.040001,29.66,29.969999,29.969999,57541000,,29.880000000000003,0.0010050083583752478
2007-07-09,29.860001,29.950001,29.809999,29.870001,29.870001,33831400,"Sony Cuts PlayStation 3 Prices as Many Xboxes Fail : Sony will lower the price of the PlayStation 3 by $100, hoping to take advantage of rivals’ missteps.Amid Fanfare, Boeing Unveils New Long-Distance Jet : The arrival of the 787 Dreamliner highlights what a striking counterpoint Western Washington has been in a country where manufacturing jobs have long been in decline.Today in Business : CUTS LOOM AT WALL STREET JOURNAL If the $5 billion bid by the News Corporation to buy Dow Jones & Company falls through, declining advertising will mean significant cuts in The Wall Street Journal's newsroom staff, according to senior editors and ...Amid Fanfare, Boeing Unveils New Long-Distance Jet : Before nearly 15,000 employees and worldwide customers, Boeing unveiled the 787 Dreamliner, its new long-distance, fuel-efficient jet.Job Cuts Averted as Bid for Journal Stays Open : A fall in ad revenue leads reporters and editors at The Wall Street Journal to worry that their jobs may be in jeopardy if Dow Jones stays independent.",29.585,-0.009872824631860788
2007-07-10,29.700001,29.99,29.18,29.33,29.33,66013500,"Google Buys a Manager of E-Mail : Taking further aim at one of Microsoft’s core franchises, Google said that it would acquire Postini for $625 million in cash.Determined to Reinspire a Culture of Innovation : William A. Wulf says innovation in science and manufacturing starts with the eureka moment, in which people discover the reward in solving problems. TODAY IN BUSINESS : PLEA LIKELY TO HELP CASE A seven-year federal investigation into accusations that a leading securities class-action law firm, Milberg Weiss, paid secret kickbacks to plaintiffs has gained traction with a former partner's guilty plea. [C1.]     GOO...",29.4299995,-0.0052391583572756195
2007-07-11,29.24,29.65,29.209999,29.49,29.49,48017000,,29.775001,0.011722783073781606
2007-07-12,29.559999,30.110001,29.440001,30.07,30.07,54302400,"An Ultramobile PC, All of Six Inches Long, Is an Importer’s Latest Find : The Raon Everun ultramobile PC, which starts at $799, has a 4.8-inch touchscreen and a full mini-keyboard with touchpad. Nintendo Says Its Wii Game Will Remain in Short Supply : Nintendo expects its popular Wii game machine will continue to be in short supply, while Sony said it is seeing increased PlayStation 3 sales after announcing a price cut.",29.84,0.002183005804097249
2007-07-13,29.940001,30.02,29.66,29.82,29.82,42173000,,29.979999499999998,0.004691672252010726
2007-07-16,29.76,30.24,29.719999,30.030001,30.030001,48023200,"Looking Ahead : COMPANY REPORTS Earnings season gets into full swing, particularly for technology, financial and drug companies. Reports will come from Charles Schwab and Mattel (Monday); Coca-Cola, I.B.M., Intel, Johnson &#38; Johnson, Merrill Lynch, Novartis, W...Looking Ahead : COMPANY REPORTS Earnings season gets into full swing, particularly for technology, financial and drug companies. Reports will come from Charles Schwab and Mattel (Monday); Coca-Cola, I.B.M., Intel, Johnson & Johnson, Merrill Lynch, Novartis, Wells...",30.4449995,0.015510340485496155
2007-07-17,30.02,30.879999,30.01,30.780001,30.780001,77539600,"Microsoft Game Chief Moves to Electronic Arts : After overseeing the rising fortunes of the Xbox 360 game console, Peter Moore will run the sports division of the leading game publisher.In Battle of Consoles, Nintendo Gains Allies : Momentum is building for the Wii from Nintendo among its crucial allies: game developers and publishers.Reader Responses : Excerpts from reader responses to David Leonhardt’s July 18 column on the stock market.Ad Downturn Threatening the Survival of Business 2.0 : Business 2.0, a seven-year-old Time Inc. publication that covers start-ups, technology trends and changes in the new economy, might publish its final issue in September.",30.7349995,0.009525373781004598
2007-07-18,30.51,30.969999,30.5,30.92,30.92,64414400,,31.384999999999998,0.021148544349252285
2007-07-19,31.049999,31.84,30.93,31.51,31.51,121159300,"Congress to Examine Google-DoubleClick Deal : Google executives are expected to testify about their planned $3.1 billion acquisition of DoubleClick, a deal facing scrutiny from federal antitrust regulators. When a Mouse Leaves the Ground, Is It a New Animal? : The Logitech MX Air can be wielded in the air and become a gyroscopic pointer with just a flick of your wrist.Connecting to TV From a Laptop : Is it possible to turn my regular TV into a computer monitor so I can watch movies that I downloaded into my laptop?Connecting to TV From a Laptop : Connecting to TV     From a Laptop  ",30.995001000000002,-0.012426286442567935
2007-07-20,31.15,31.200001,30.790001,31.16,31.16,98292600,"Microsoft’s Profit Rises Despite Xbox Charge : Microsoft said it eked out a gain in net profit despite taking a $1 billion charge to pay for repairs to its Xbox 360 game consoles.TODAY IN BUSINESS : REDSTONE FAMILY DRAMA A rift between the media billionaire Sumner M. Redstone and his daughter Shari, whom he had previously portrayed as his successor, has called into question who will eventually inherit ultimate control of the CBS and Viacom em...Google Earnings Up 28% but Miss Expectations : The search giant’s shares declined sharply in after-hours trading despite its 58 percent increase in quarterly revenues.Job-Hopping, or, Hello, He Must Be Going : Michael D. Capellas is emblematic of a new breed of mercenary manager who perform quick resuscitations on floundering companies before moving on to the next job.",31.3200005,0.010485545717517475
2007-07-23,31.360001,31.52,31.120001,31.190001,31.190001,48910600,,31.0949995,-0.00718393985977106
2007-07-24,31.01,31.48,30.709999,30.799999,30.799999,59729300,"Amazon Profit Is Up, With Harry Potter’s Aid : The online retailer announced today that its second-quarter net income increased more than threefold, with revenue up 35 percent.H.P. Making 2 Purchases to Push Data : Hewlett-Packard said it had agreed to pay $1.6 billion for software maker Opsware, giving a hefty payoff to Opsware founder, Marc Andreessen.",30.835,-0.008361456960306435
2007-07-25,30.99,31.299999,30.370001,30.709999,30.709999,54950100,"F.B.I. and Chinese Seize $500 Million of Counterfeit Software : The arrests and seizures came at a time American politicians and executives are pressing China to take strong measures to curb software piracy.Finland: Nokia Buys Multimedia Company : The Nokia Corporation said it had bought Twango, a multimedia company in Redmond, Wash., to help mobile phone users better organize wireless downloads and ease connections between handsets and desktop computers. The value of the deal was not discl...TODAY IN BUSINESS : MORTGAGE WOES DEEPENCountrywide Financial, the nation's largest mortgage lender, said that more borrowers with good credit were falling behind on their loans and that the housing market might not begin recovering until 2009 because of a decline in...Aided by Harry Potter Fans, Amazon Triples Its Profit : The online retailer announced Tuesday that its second-quarter net income increased more than threefold, with revenue up 35 percent.",30.020000500000002,-0.026430987514188375
2007-07-26,30.24,30.530001,29.51,29.98,29.98,87025300,,29.6800005,-0.0113257826228218
2007-07-27,29.93,30.0,29.360001,29.389999,29.389999,69214600,"Microsoft Offers a Web-Based Strategy : Executives said they would add Internet services to Microsoft’s desktop applications to respond to the growing threat posed by rivals like Google.With Tools on Web, Amateurs Reshape Mapmaking : New tools are allowing people with minimal skills to do what only professional mapmakers were able to do before. TODAY IN BUSINESS : SHARE PRICES DIVE  Stock prices tumbled on Wall Street and across much of the rest of the world, driven sharply lower by worries over slowing economic growth in the United States and worsening borrowing conditions. Major stock market gauges -- inc...Regulators in Europe Accuse Intel of Violating Antitrust Laws : The European Commission has accused the world’s largest chipmaker of using illegal rebates in its fight against rival Advanced Micro Devices.Sony Quarterly Profit Doubles : Sony reported first-quarter profit of $554 million as strong digital camera sales and the success of “Spider-Man 3” helped offset losses from its PlayStation 3 console.Sony’s Quarterly Profit Doubles : Strong digital camera sales and the success of “Spider-Man 3” helped offset losses from the PlayStation 3 game console.",29.220000499999998,-0.015498652030009219
2007-07-30,29.41,29.49,28.950001,29.4,29.4,67499600,,29.349999500000003,0.00444897322982607
2007-07-31,29.709999,29.719999,28.98,28.99,28.99,66554000,,29.1849995,-0.005621805887935483
2007-08-01,28.950001,29.549999,28.82,29.299999,29.299999,80006300,Stocks Close Higher After Late Rally : The Dow reversed course from a slump yesterday that led to a sell-off in Asia and carried over into Europe.,29.4050005,0.007538153290014504
2007-08-02,29.190001,29.790001,29.02,29.52,29.52,47938300,,29.3400005,-0.0022105083793486635
2007-08-03,29.450001,29.780001,28.9,28.959999,28.959999,61535500,"Take-Two Delays Grand Theft Auto IV : The company said that the new version of the game wouldn’t be released until the second quarter of 2008, a move likely to have a widespread impact on the video game industry.Tough Delay for Big Game by Take-Two : The video game maker said it would delay the release of Grand Theft Auto IV until the second quarter of 2008, likely impacting the entire industry.French President Chooses U.S. for His Summer Vacation : Nicolas Sarkozy plans to spend his summer vacation on the shores of Lake Winnipesaukee in New Hampshire.",29.145000500000002,-0.006646216655654014
2007-08-06,29.049999,29.540001,28.75,29.540001,29.540001,59530500,"It’s an Ad, Ad, Ad, Ad World : Hoping to deliver personalized messages to consumers, advertising giant Publicis is pursuing an ambitious global digital ad strategy.",29.42,0.009435563399630142
2007-08-07,29.33,29.790001,29.049999,29.549999,29.549999,49163000,"Microsoft Confirms Price Cut of Xbox 360 : The Xbox 360 video game console from Microsoft will be $50 cheaper starting Wednesday, confirming leaked advertisements posted by bloggers in July.TODAY IN BUSINESS : THE NARDELLI TOUCH  Some big investors like Cerberus Capital Management see Robert L. Nardelli as a management whiz who can make changes vitally needed at Chrysler  --  not the chief executive from Home Depot who made some mistakes that some thoug...",29.6099995,0.0064581747110807886
2007-08-08,29.719999,30.01,29.209999,30.0,30.0,52898600,"Interpublic Profit Rises, and Shares Climb : The increase in profits was driven by a tax benefit and stronger spending on marketing by clients like Microsoft and the United States Army.Investors Lining Up for Pieces of Seattle’s Comeback : The Seattle office market has made a spectacular recovery in the last few years, and as a result, many real estate investors want to park their money there.The Almighty Ruble : Lifted by high oil prices and a wave of foreign investment, the once humble ruble is showing its muscle, and fueling a consumer boom.",29.51,-0.0033772205906318353
2007-08-09,29.639999,30.1,28.92,29.299999,29.299999,72964500,,28.654999500000002,-0.028973246357167026
2007-08-10,28.9,29.049999,28.26,28.709999,28.709999,76576200,,28.7150005,0.0020939103488728517
2007-08-13,28.940001,28.99,28.440001,28.629999,28.629999,55492300,,28.545,-0.005920268049446675
2007-08-14,28.77,28.889999,28.200001,28.27,28.27,42944100,"Google and Microsoft Look to Change Health Care : Two candidates for Web supremacy are working up their plans to improve the nation’s health care.TODAY IN BUSINESS : HELP FOR HEDGE FUNDS Goldman Sachs and investors are adding $3 billion to a shaky hedge fund that lost about 30 percent of its value last week. Goldman's chief financial officer, David Viniar, said the investment should not be seen as a bailout. S...News Summary : INTERNATIONAL A3-10     Passenger Airline Pilots Report Iraq Missile Attack  ",28.519999499999997,-0.0008758276405677057
2007-08-15,28.24,28.99,28.049999,28.1,28.1,48117700,"Investors Flock to VMware on First Day of Trading : Shares in the software company VMware surged 76 percent, as investors bet that the company would continue to fend off competitors like Microsoft.",27.93,-0.020687219857770223
2007-08-16,27.879999,28.35,27.51,27.809999,27.809999,81447400,,28.035,0.003759398496240518
2007-08-17,28.09,28.25,27.82,28.25,28.25,76747700,"I.B.M. and Sun to Cooperate in Technologies for Servers : The collaboration, which will enable Sun’s Solaris operating system to run on I.B.M. servers, will likely put pressure on competitor Hewlett-Packard.",28.284999999999997,0.008917424647761685
2007-08-20,28.18,28.49,28.08,28.26,28.26,49952000,European Legal Circles Await Ruling by Top Appeals Court on Microsoft : Europe’s top appeals court will announce its decision Sept. 17 on Microsoft’s appeal of Europe’s largest antitrust case ever.Ad Growth for AOL Called Vital to a Remake : A precipitous slowdown in advertising growth has raised new questions about AOL’s transformation plans.,28.095000499999998,-0.00671732366978961
2007-08-21,28.1,28.32,27.870001,28.07,28.07,50786200,,28.165,0.0024915286974278583
2007-08-22,28.27,28.32,28.01,28.219999,28.219999,44763500,"In Google Earth, a Service for Scanning the Heavens : After turning millions of Internet users into virtual explorers of the world, the Internet search giant is now hoping to turn many of them into virtual stargazers.MTV, RealNetworks to Mount Challenge Against iTunes : MTV Networks said it would fold its floundering digital music service into a venture with RealNetworks, owner of the Rhapsody music subscription service.",28.215,0.0017752529735488576
2007-08-23,28.280001,28.33,28.1,28.299999,28.299999,33886600,,28.455,0.008506113769271684
2007-08-24,28.209999,28.84,28.07,28.809999,28.809999,45158900,,28.585,0.004568617114742768
2007-08-27,28.610001,28.77,28.4,28.49,28.49,32789500,"A Prognosticator Misses the Mark : Sony may be a consumer electronics giant, but its public relations folks aren’t so powerful when it comes to prognostication.At 30,000 Feet, Finding a Captive Audience for Advertising : As airlines look for new sources of revenue to offset rising fuel costs, more carriers are turning planes into marketing vehicles.Mexico’s Plutocracy Thrives on Robber-Baron Concessions : Who is the richest man in the world? It’s not Bill Gates anymore.",28.2,-0.013468602413853503
2007-08-28,28.299999,28.49,27.91,27.93,27.93,43924400,,28.215000500000002,0.0005319326241135514
2007-08-29,28.129999,28.610001,27.82,28.59,28.59,45753700,,28.625,0.014531259710592437
2007-08-30,28.42,28.93,28.32,28.450001,28.450001,33690700,,28.6400005,0.000524034934497708
2007-08-31,28.700001,28.92,28.360001,28.73,28.73,42511900,,28.79,0.005237412618061876
2007-09-04,28.5,29.1,28.48,28.809999,28.809999,45689600,"Microsoft Is Rebuffed by Standards Body : The company’s Office Open XML document fails to meet two criteria for a standards designation.Microsoft Favored to Win Open Document Vote : Amid intense lobbying, Microsoft is expected to squeak out a victory this week to have its open document format, Office Open XML, recognized as an international standard.TODAY IN BUSINESS : A LABOR UNION'S BIG CHOICE With contracts between the United Automobile Workers union and the Detroit automakers set to expire in less than two weeks, the U.A.W., led by its president, Ron Gettelfinger, above, is studying an overhaul of health car...People and Accounts of Note : Webdenda.",28.575000000000003,-0.007467870788468112
2007-09-05,28.65,28.73,28.42,28.48,28.48,47669800,,28.779999500000002,0.007174085739282576
2007-09-06,28.559999,29.01,28.549999,28.91,28.91,45430800,"Stop Completing My Thoughts : When I address an e-mail to “Mary,” my program lists all the Marys to whom I have ever sent messages. Is there a way to eliminate the name of a person I no longer wish to see on this list?Q & A : Stop Completing      My Thoughts  ",28.575,-0.007122984835354229
2007-09-07,28.620001,28.83,28.32,28.440001,28.440001,52160900,"Correction: For the Record : An article in Business Day on Monday about Microsoft&#8217;s efforts to let its Windows operating system connect more smoothly with an array of Internet services, misstated the name of the company&#8217;s open document format. It is Office Open XM...House Passes Bill to Revamp Patent Process : The legislation, supported by technology and financial services companies, would limit damage awards for patent infringement and grant patents to the first inventor to file an application.Corrections : An article yesterday about the Marine Corps’ formal reprimand of Maj. Gen. Richard A. Huck, Col. R. Gary Sokoloski and Col. Stephen W. Davis for their failure to investigate thoroughly the killings of 24 Iraqi civilians by a group of enlisted men ...",28.58,0.00017497812773403787
2007-09-10,28.67,28.75,28.41,28.48,28.48,37247600,,28.7650005,0.006473075577326792
2007-09-11,28.629999,28.950001,28.58,28.93,28.93,34380800,"Casual Fans Are Driving Growth of Video Games : The $13 billion video game industry is counting on new customers this Christmas, as gaming growth is coming largely from outside traditional demographics.",28.9849995,0.0076481486589927705
2007-09-12,28.809999,29.17,28.799999,28.93,28.93,42364700,"For Networks, Thin Is In : Years of progress in hardware, software and networking have enabled network computers — also called thin-client computers — to mimic the user experience of PCs with less power and less cost.Outsourcing I.T. To Unlikely Places, Like America : Where outsourcing once meant transferring departments to Bangalore, India, or Riga, Latvia, it now usually involves assigning specific, basic operational tasks.5 Shows and a Car Share a Premiere : CBS is joining forces with Cadillac in hopes of enticing viewers to sample the CBS Monday prime-time lineup  and enticing drivers to buy the new Cadillac CTS sedan.Who Needs Hackers? : The biggest threat to increasingly complex systems may be the systems themselves.",29.1099995,0.004312575544463959
2007-09-13,29.120001,29.26,28.959999,29.16,29.16,35288600,,28.995,-0.0039505153546979255
2007-09-14,28.98,29.110001,28.879999,29.040001,29.040001,33496600,"ABC Reopens Investigation, Again Wary of a Reporter : ABC News is beginning a second investigation into five years of reports that relied on information from a consultant who faked interviews for a French journal.$25 Million in Prizes Is Offered for Trip to Moon : The contest calls for entrants to land a rover on the moon that will be able to travel at least 550 yards and send high-resolution video, still images and other data back home.",28.75,-0.008449732712536684
2007-09-17,28.790001,28.879999,28.620001,28.73,28.73,39536500,,28.6199995,-0.00452175652173914
2007-09-18,28.700001,28.969999,28.27,28.93,28.93,77462400,"Microsoft Ruling May Bode Ill for Other Companies : Experts said a European antitrust ruling might signal problems for companies like Apple, Intel and Qualcomm.I.B.M. to Offer Office Software Free in Challenge to Microsoft’s Line : The company plans to announce the creation of I.B.M. Lotus Symphony, free programs for word processing, spreadsheets and presentations.Google to Sell Web-Page Ads Visible on Mobile Phones : The company said that its new product would establish a cellphone advertising network in which Google would match ads with the content of mobile Web pages.Yahoo Buying Zimbra, an E-Mail Service for Businesses : The deal, for $350 million in cash and stock, is the second sizable acquisition Yahoo has announced this month.News Summary : INTERNATIONALA3-17     Iraq Bans U.S. Contractor After 8 Die in Shooting  TODAY IN BUSINESS : A RULING AND A WARNING A European court has told Microsoft it must obey a March 2004 order to share confidential computer code with competitors and pay a $689.4 million fine, a rebuke that could have a major impact well beyond the world's largest ...Moving Downtown: AOL Seeks New Image : AOL will move its headquarters from Dulles, Va., next spring as it tries to retool itself as an advertising company that competes with the likes of Google, Yahoo and Microsoft.Shares Fall as Credit Worries Resurge : Stocks fell yesterday as heavy withdrawals from the British bank Northern Rock reignited concern over the cost of credit and sent the Standard &#38; Poor&#8217;s 500-stock index down for the first time in five days.MySpace to Discuss Effort to Customize Ads : The social network site says it can tailor ads to the personal information that its users leave on their pages.",28.604999499999998,-0.0005241090238313761
2007-09-19,28.870001,28.91,28.299999,28.67,28.67,94242200,"New Push Into China by N.B.A. : In a move certain to highlight the growing importance of China to both the National Basketball Association and the sport, the N.B.A. plans to announce Wednesday the formation of a Chinese subsidiary.TODAY IN BUSINESS : A MOVE TO RESTORE CONFIDENCE In an effort to stop the turmoil in the housing and financial markets from bringing down the overall economy, the Federal Reserve cut its benchmark interest rate by an unusually large one-half percentage point, to 4.75...",28.46,-0.005069026482590777
2007-09-20,28.48,28.58,28.34,28.42,28.42,67168900,,28.625,0.005797610681658405
2007-09-21,28.690001,28.809999,28.440001,28.65,28.65,135636100,"Regulating Microsoft : American regulators should embrace Microsoft’s defeat in a European antitrust case as a healthy step in the growth of the information economy.News Summary : INTERNATIONALA3-12     Guards Unprovoked In Shooting, Iraq Finds  ",29.205,0.020262008733624493
2007-09-24,28.809999,29.610001,28.799999,29.08,29.08,104459800,"Gamers, on Your Marks: Halo 3 Arrives : Hoping to make entertainment history, Microsoft plans to release the latest video game in its hit Halo franchise on Tuesday.Getting Free Cellphone Calls for Ads : A new British mobile service called Blyk will offer subscribers some free calls and text messages in return for their agreeing to accept advertising on their phones.Company Will Monitor Phone Calls to Tailor Ads : Pudding Media is introducing an Internet phone service that will be supported by advertising related to what people are talking about during their calls.Of Belushi and Black Panthers : In American culture, college life is somewhat of an ideal. Some of this ideal is informed by a steady stream of films since 'Animal House' which portray college as a four-year long drunken orgy, interrupted only by the occasional football game and...Here’s to You, Mr. Robinson : Campaign Spotlight.Graduation...Now What? : O, the tale of the student manqué. Ubiquitous he seems, but neither heard nor understood. Where does he come from? Why does he exist? Answers to these questions, and many more, will come with twenty-five years. Meanwhile, he takes refuge in the on...Wait, This Isn't Facebook. : For thirteen years, I stood in line with my classmates on a conveyor belt, organized in alphabetical order, our hands by our sides, our eyes straight ahead. We wet our pants together, did our homework alone, counted to 10 together, did our homewor...People and Accounts of Note : Webdenda.",29.335,0.004451292586885813
2007-09-25,29.139999,29.559999,29.110001,29.559999,29.559999,75621000,,29.665,0.011249360831770971
2007-09-26,29.68,29.85,29.48,29.5,29.5,60337000,"Halo 3 Arrives, Rewarding Gamers, and Microsoft : Microsoft hopes that the new version of Halo, which is exclusive to the Xbox 360, will persuade more consumers to choose its game machine over others.Microsoft Takes Aim at Google’s Ad Supremacy : Microsoft is taking solid aim at a business that is arguably outside its core competence: advertising. TODAY IN BUSINESS : OIL PROGRAM'S PROBLEMS  The Interior Department's program to collect billions of dollars annually from oil and gas companies that drill on federal lands is plagued with mismanagement, ethical lapses and fears of retaliation against whistle-blowers...Amazon Digital Music Store Goes Online : Web retailer Amazon.com launched its much-anticipated digital music store with nearly 2.3 million songs, none of them protected against copying.Strategies to Succeed Online : Develop a lively and attractive Web presence, and update it often.",29.58,-0.002865329512893977
